G1	G2	G3	G4	G5	X	Y
1	2	0	0	0	92.4913536128258	111.311063152554
2	0	1	1	0	100.695358193309	120.38030373958
1	0	1	1	0	102.345271565538	127.230837885185
0	0	0	0	0	90.2116344212538	110.60948399641
0	0	0	1	0	100.331323537903	123.384201282292
0	0	0	1	0	102.190540391314	135.420014232061
1	0	0	0	1	98.7622616295167	121.965677589338
0	1	0	0	0	96.3803532899246	113.624729588669
0	1	1	0	0	91.3832022705248	117.745840553715
1	0	0	0	0	90.473460197259	111.738854068428
0	0	1	0	0	94.7808644412917	111.117604434943
0	0	0	0	0	94.928085740107	117.155477325158
1	0	0	1	0	92.5983587559863	108.843297944133
1	0	1	2	0	102.51961329633	136.528474133566
0	0	0	2	0	100.496025433883	130.144769649046
0	1	1	0	0	89.0267479239479	104.562809728575
0	0	1	1	0	94.4348794079797	112.039143767983
0	0	0	0	0	87.5526760737835	105.576950954479
1	1	1	1	0	86.3274812575527	95.6267930882078
1	0	0	0	0	92.8764118864194	110.511602761392
0	1	0	1	1	108.37922658888	150.699892333466
1	0	1	1	1	104.760339293917	141.61918452945
1	0	0	0	0	102.534268684636	135.7815878317
0	1	2	1	0	100.238568035611	127.041271680019
0	1	0	0	0	94.7719630843247	113.189587076565
0	0	1	0	1	102.20503817821	138.600445812664
1	0	0	1	0	95.6396592732304	121.7779275341
1	0	1	0	1	89.3227243288338	100.725173029535
1	1	0	0	0	91.8201704026684	111.92001932538
0	1	1	2	0	105.736254717424	144.038537893315
1	1	0	0	0	102.055493738161	126.594481364857
0	0	1	1	0	95.4187730504156	114.684281105356
0	0	0	0	0	99.6878791675367	126.802867073532
2	1	0	0	0	98.4305277726714	128.650679285739
0	0	0	0	1	92.7300214909635	114.379128221378
0	0	0	0	0	101.963871086503	131.161358384424
1	1	1	1	0	94.4182260318805	108.499786156225
0	0	0	1	0	98.2016100585538	116.1359475825
1	1	1	0	0	96.1554506394774	123.623581558616
0	0	0	0	0	97.4494074695664	127.971123305028
1	0	0	1	0	97.0769331193699	113.98187349279
0	0	1	1	0	92.1899235836518	118.677642558978
1	1	1	0	1	96.7942046775226	121.370699751389
1	0	0	0	1	95.2351433347371	110.267164416552
0	2	0	0	0	100.632009882478	130.156387806145
2	0	1	0	1	96.073220135256	113.690746038273
0	0	0	0	0	93.4857802168257	119.525271796685
0	0	0	0	0	105.164564533996	145.76737672344
0	1	0	1	0	81.3542661994612	94.095816680679
0	1	0	0	0	98.3979089633031	131.278347304156
0	1	1	0	0	102.037761634627	124.783787956203
1	2	1	1	1	103.779104193061	126.479819689727
1	0	1	0	0	97.6646828193486	119.703510671551
1	0	0	1	0	101.031785911647	122.090120170828
1	0	0	0	1	94.2175181447765	119.554941826088
0	1	0	1	1	90.4601430727279	97.3759998182715
0	1	0	0	0	94.2162790595314	113.470823280983
0	0	0	0	0	93.4744854404998	105.872222930468
1	0	0	0	0	92.1898130709315	110.544633765431
0	0	0	0	0	104.569714324774	135.126461706975
0	1	0	1	1	97.3545951508231	119.207677273581
0	1	2	0	0	87.9836417492668	99.3529733815569
0	1	0	0	0	97.1205239832677	114.020429239345
2	1	0	0	1	102.528454564504	134.953423116062
2	0	0	1	1	96.8476228843521	123.413747362923
0	0	0	1	1	99.034820936001	126.399668520964
0	0	0	1	1	93.9203756030768	110.947546954914
0	1	1	0	0	104.318900873915	131.273019849141
2	1	1	0	0	96.0252335725853	124.415762628482
1	1	0	1	0	99.639700615789	122.859151939162
